,quarters,ratings,title_senti,pnc_senti,work_duration,current_employee,recommend,ceo_approval,business_outlook,recommend_minus,ceo_minus,business_minus,ceo_same,business_same,recommend_plus,ceo_plus,business_plus,balance_life,balance_work,balance_work-life,balance_work/life,benefit_good,company_large,decision_making,environment_work,flexible_hour,great_place,hour_long,job_security,life_work,long_term,management_upper,n_n,none_none,people_smart,red_tape,short_term,earnings,pred_column
1,Q2,0.44368344544382227,0.6869037670643543,0.9764048456276545,0.4467670852610489,1,2,2,0,0.2687520613258448,0.4387631794994788,0.10343539955190441,0.6108941145210575,0.3373819163292847,0.5740573650700861,0.9194272880404267,0.3475177304964539,0.43514209133945975,0.4015072983384387,0.37777777777777777,0.20828430435787204,0.31376543209876545,0.17634605694129502,0.14632516686817762,0.24962962962962967,0.13906249999999998,0.3910416666666667,0.36714285714285716,0.1260808270676692,0.3205560392684453,0.03798534798534798,-0.01098765432098765,0.28665824915824917,0.11428598788176711,0.5083059210526316,0.016666666666666666,0.07857142857142857,0.8900622613601183,1.0
2,Q3,0.4048005630569649,0.7503864773435944,0.9317712240332262,0.0,1,2,2,1,0.4761137081817627,0.7909367261330256,0.3916486002450749,0.5456672870868755,0.970873786407767,0.7658562952816466,0.7343561760328823,0.7287750464780005,0.4094486531986532,0.3732769660894661,0.4157142857142857,1.0,0.36111570247933883,0.1369047619047619,0.25,0.20256802721088435,0.21438365797098563,0.5095157013125763,-0.1,0.6,0.30764830848164176,-0.05,-0.034722222222222224,0.28665824915824917,-1.0,0.3305860805860806,0.0625,0.10685048928557114,0.9033400983798286,1.0
3,Q4,0.23907103013849768,0.8948373095205335,0.4494070727213081,0.2631394449048737,1,2,2,1,0.46445323231902763,0.8814821921093656,0.40339805825242714,0.24571191709844556,1.0,0.8590517098959195,1.0,0.6880851063829788,0.1330787037037037,0.1330787037037037,0.3378693733405043,0.20828430435787204,0.52,0.16053571428571428,0.14632516686817762,0.17518939393939395,0.18234126984126986,0.5811360544217686,0.10449841269841272,0.1247053872053872,0.12168402777777777,0.1625,0.15408653846153847,0.28665824915824917,-0.10999999999999996,0.4651755651755652,0.1660703287441052,0.10685048928557114,0.9212273399607857,1.0
4,Q5,0.5649951541228688,0.8484050449839832,0.6543254926793597,0.20102816083138134,1,2,2,2,0.24715625786157827,0.5581891270457827,0.23385394681300126,0.5033716302470526,0.8199847444698704,1.0,0.8767058076801016,0.906567992599445,0.634375,0.4510235969387755,0.15943877551020408,0.04702380952380952,0.4500190682333539,0.21051587301587302,0.14632516686817762,0.1970117243867244,0.21875,0.4714761904761905,0.22583333333333333,0.2026799325152709,0.5108796296296296,0.48333333333333334,-0.009259259259259264,0.28665824915824917,0.11428598788176711,0.2737755102040816,0.18998316498316498,0.0,0.9045784458738949,0.0
5,Q6,0.39095915784710894,0.8946496796906317,0.6494434207537173,0.4161209548081478,1,2,2,2,0.5060659460609508,0.5734100811448215,0.44822006472491904,0.7208059873344846,0.8284600389863548,0.7000018356370579,0.6319275479859423,0.7336485421591805,-0.10833333333333332,0.11000000000000001,0.2878306878306878,0.18999999999999995,0.3185670975849548,0.16715873015873017,0.0,0.4282986111111111,-0.025,0.5563783068783069,0.07309523809523812,0.2026799325152709,0.1,-0.2547619047619048,0.0,0.28665824915824917,0.11428598788176711,0.44761904761904764,0.2316635745207174,0.10685048928557114,0.8910254205221698,0.0
6,Q7,0.5440536172559337,0.7745196810963347,0.7913311962036498,0.60768782942484,1,2,2,2,0.34822461807434546,0.17571699244513733,0.559378640776699,0.7793890155440413,0.8421052631578947,0.8337908475136298,0.688321167883212,0.6672340425531915,0.3206818181818182,0.3176430976430976,0.23725378787878787,0.7,0.32765873015873015,0.15439387755102038,0.1545138888888889,0.15020833333333333,0.22857142857142856,0.6866666666666668,-0.020833333333333332,0.4838095238095238,0.28505050505050505,0.028571428571428564,0.09694280797622634,0.28665824915824917,0.1820408163265306,0.3003787878787879,0.14557291666666666,0.05104166666666666,0.8930205359292765,1.0
7,Q8,0.3372153012452145,0.5301771818803191,0.6365659801874479,0.3163011046351753,0,2,2,2,0.5996684193100817,1.0,0.42744165112839966,0.6581161857049719,0.7493900313698153,0.5938963001215534,0.5758447334074541,0.7594758348597999,0.15922673706764615,0.15922673706764615,0.3378693733405043,-0.00694444444444442,0.41790634365634366,0.13021825396825398,-0.025,0.3421031746031746,0.7,0.5793333333333334,0.21249999999999997,0.29537037037037034,0.22330406336088154,0.2263888888888889,0.24380952380952378,0.28665824915824917,0.15333333333333332,0.3732142857142857,0.0723859126984127,0.10685048928557114,0.8935365140518042,1.0
8,Q9,0.4370304013182164,0.9714062383274382,0.6664969141384423,0.2451568609630739,1,2,2,2,0.3322481762537705,0.2955099810479389,0.2633870483435091,0.6066449441803321,0.8817145957677699,0.6162088833857624,0.8211678832116789,0.8060978284711561,0.36845125861792527,0.33495568965265937,0.5,0.1525,0.4271282186948853,0.1695856016878744,-0.10000000000000002,0.06877672224894446,0.125,0.5000000000000001,0.10777907039692754,0.10972222222222222,0.27370316758858426,0.2128747795414462,0.26726190476190476,0.28665824915824917,0.20000000000000007,0.3556845238095238,0.09958152958152959,0.1442857142857143,0.8864160159609232,0.0
9,Q10,0.5106970909851144,1.0,0.804013608876421,0.18346547336012203,1,2,2,2,0.3047377215882398,0.4519530800688185,0.3293045373489201,0.5658919319022945,0.8190118152524167,0.9028715732121363,0.7950990615224193,0.8404255319148937,0.39920483749055174,0.35713730158730156,0.3724166666666667,-0.025793650793650785,0.4922222222222222,0.19131349206349207,0.07115384615384612,0.2874689662189662,-0.08888888888888889,0.40675925925925926,0.07309771825396826,0.2026799325152709,0.3689995590828924,0.10231249999999999,0.14375,0.28665824915824917,0.15819444444444444,0.27715797430083144,0.29732142857142857,0.08,0.905197619620928,1.0
10,Q11,0.5438352949708513,0.9297059788429821,0.7951132089759441,0.16652622114614843,1,2,2,2,0.2518137859819823,0.6282616300178551,0.2974363563151537,0.4944609727561423,0.6669900557846229,0.6617376005043011,0.6975512126206735,0.8647906657515443,0.20222914122914123,0.16874307116494616,0.09682133838383838,0.1279761904761905,0.39047455082511473,0.17803896103896102,0.36527777777777776,0.2042061143984221,0.109375,0.48747294372294375,0.024842592592592593,0.18939393939393936,0.24405303724053726,0.06111111111111112,-0.05,0.28665824915824917,0.11428598788176711,0.2951587301587302,0.29027777777777775,0.1285714285714286,0.9049224312889134,0.0
11,Q12,0.5465325906441085,0.8341336051919469,0.9358310767458904,0.4194780641502075,1,2,2,2,0.04639061984203122,0.23961101799613474,0.20326258749153306,0.5754283648632365,0.719094247246022,0.9148605919033038,0.613223561364794,0.8849579416130628,0.08860416666666668,0.1070653353057199,0.4338282051282051,0.65,0.4550644841269841,0.09443722943722943,0.14632516686817762,0.3146720993933115,0.34791666666666665,0.4605555555555556,-0.05000000000000001,0.06614583333333333,0.07593749999999999,0.07500000000000001,0.24375000000000002,0.28665824915824917,0.0,0.2615460927960928,0.17603535353535354,-0.018750000000000003,0.9604760758143854,1.0
12,Q13,0.5184899052575117,0.7439249817736064,0.7190639970477514,0.7369443985006328,1,2,0,2,0.449902742149633,0.30094811546248096,0.29205289285243596,0.3951112465711673,0.893069778518695,0.6693094856669555,0.36455064900749756,0.820833734475787,0.3696666666666667,0.3454511278195489,0.21513347763347768,0.3946428571428572,0.43544022198040055,0.32619047619047625,0.5142857142857143,0.36252138734281586,0.4475340136054422,0.6642857142857144,0.01923582766439911,0.3393939393939394,0.3255,-0.04428571428571428,0.10833333333333332,0.7,0.0,0.1912408424908425,0.1660703287441052,0.20952380952380953,0.31646658181693094,0.0
13,Q14,0.6365897776956335,0.39711950956081077,0.7256246416581634,0.5965618026897608,1,2,0,2,0.1531924762578719,0.15188284211634048,0.2927151443101512,0.33078707130520596,0.5370569280343717,0.8384305977471113,0.4648939867917971,1.0,0.37765989729225025,0.36645541549953314,0.13075892857142857,0.18980952380952384,0.4225579365079365,0.23623809523809522,0.0,0.35102513227513227,0.3924621212121212,0.5688249845392702,0.17291666666666666,0.24479166666666666,0.29851380872214206,0.05000000000000001,0.14135802469135803,0.28665824915824917,0.0,0.27445578231292517,0.05845454545454546,0.0,0.7364727735544013,1.0
14,Q15,0.5329227527436415,0.26220330703679107,0.6321364103172674,0.3886697701728995,1,2,0,2,0.1818939659266327,0.4011184436468019,0.3308849692471916,0.3663977429943303,0.5855607605400938,0.7122477452658582,0.4533381740359996,0.8951765623259441,0.31778782725211296,0.2525158548267792,0.25583556654985223,0.3986666666666666,0.4954797178130511,0.19548205927670212,-0.02752976190476189,0.304874751984127,0.017261904761904756,0.5299565596440597,0.02754629629629629,0.4741418650793651,0.2311003811003811,0.18858740465883322,0.020312500000000004,0.28665824915824917,0.384375,0.23102056277056277,0.03669758812615955,0.18303184910327766,0.8694575350005159,1.0
15,Q16,0.665125453350018,0.33165967400647556,0.5818360804705045,0.4786186096743754,1,2,0,2,0.18833340271129054,0.013278970300195874,0.26466327631376174,0.35848934945308,0.45112781954887216,0.6766121482460488,0.46836982968369834,0.939952718676123,0.3710273654916512,0.27952056277056275,0.0737161172161172,0.22394372294372294,0.4517918771043771,0.24614199134199133,0.2,0.28012566137566136,0.2833333333333333,0.5406503345139709,0.1533843537414966,0.10638888888888891,0.3141695951107715,0.1878968253968254,0.09204803133374563,0.28665824915824917,0.11346153846153846,0.2733673469387755,0.32796296296296296,0.10685048928557114,1.0,1.0
16,Q17,0.594889593378486,0.2438745884810519,0.7969344393920135,0.5362141536002268,1,2,0,2,0.13927430033109653,0.2272616418588169,0.2946165593978401,0.31542877103102984,0.6209343583678296,0.7164271779060248,0.36906421717378834,0.8141286158259623,0.4049530677655678,0.3824135944700461,0.20567857142857143,0.08505952380952382,0.44654362249950486,0.21230798785964602,0.12767965367965367,0.3802050170068027,0.3283110119047619,0.5245512820512821,0.13762152777777775,0.30853174603174605,0.40865433673469387,0.10692857142857143,0.15016666666666664,0.28665824915824917,-0.3999999999999999,0.21904761904761905,0.02500000000000001,0.225,0.7910976574593237,0.0
17,Q18,0.7362604921832057,0.17325735563942835,0.7697992057736622,0.4168304922687908,1,2,0,2,0.25980244907939204,0.1949431143579123,0.33111752529228256,0.23325771367222137,0.5136715663031453,0.6367864643100064,0.3493456960610246,0.8891444636125487,0.34349489795918364,0.31078160430839,0.2537202380952381,-0.05000000000000002,0.49724143361048123,0.23889273566569486,0.08803571428571427,0.3422473371653857,0.22499999999999998,0.5429588744588745,0.15876190476190474,0.3499999999999999,0.3350491982507289,0.13632491582491582,0.0971957671957672,0.25,0.12499999999999999,0.2741468253968254,0.16466666666666668,0.0,0.8832857486842558,1.0
